,name,degree_all,degree_in,degree_out,clustering_coefficient,clustering_coefficient_weighted,degree_centrality_all,degree_centrality_in,degree_centrality_out,betweenness_centrality,closeness_centrality,eigenvector_centrality,page_rank,assortative_coefficient,average_path_length,community_random_walk,module,connectivity,participation,role,cluster
AT1G44830,ERF014,8,1,7,0.0,0.0,0.00433839479392625,0.0005422993492407809,0.0037960954446854705,7,2.9504921735528697e-07,0.0182578800448987,0.000375232000922643,-0.0923691547576523,3.86230899721946,1,0,-0.494723356746497,0.5625,Peripheral,Proliferation Domain_Xylem
AT5G66940,DOF5.8,4,0,4,0.0,0.0,0.00216919739696312,0.0,0.00216919739696312,0,2.94568160830123e-07,0.0214956623791003,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.663484537716044,0.375,Peripheral,Proliferation Domain_Xylem
AT4G23800,HMGB6,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9520991845097e-07,0.00675432104084296,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.7222222222222221,Connector,Proliferation Domain_Xylem
AT1G01520,AT1G01520,13,0,13,0.0128205128205128,0.0125604529383317,0.00704989154013015,0.0,0.00704989154013015,0,4.37097626680453e-07,0.0210071430253013,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.6561287240190811,0.63905325443787,Connector,Proliferation Domain_Xylem
AT2G33480,NAC041,15,0,15,0.11428571428571402,0.11102082194208099,0.00813449023861171,0.0,0.00813449023861171,0,4.36745510585632e-07,0.0514142653714222,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.0203747980582259,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT5G52020,ERF025,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869105577196e-07,0.00726230236538284,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.5,Peripheral,Proliferation Domain_Xylem
AT3G27810,MYB21,4,0,4,0.0,0.0,0.00216919739696312,0.0,0.00216919739696312,0,2.94568160750985e-07,0.0049284462535894,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.625,Connector,Proliferation Domain_Xylem
AT2G14210,ANR1,12,0,12,0.106060606060606,0.106622761010057,0.006507592190889371,0.0,0.006507592190889371,0,4.3674590818230894e-07,0.0370047686201529,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.502707102801589,0.666666666666667,Connector,Proliferation Domain_Xylem
AT1G22810,ERF019,5,0,5,0.0,0.0,0.0027114967462039,0.0,0.0027114967462039,0,4.3674547044679296e-07,0.008461525793046841,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.494723356746497,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT4G11140,CRF1,13,0,13,0.0,0.0,0.00704989154013015,0.0,0.00704989154013015,0,2.9601606090500603e-07,0.0237282925489165,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.47499091467742705,0.63905325443787,Connector,Proliferation Domain_Xylem
AT4G32730,PC-MYB1,12,0,12,0.0303030303030303,0.0295490378100867,0.006507592190889371,0.0,0.006507592190889371,0,4.37097845447991e-07,0.021182099173618,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.395099431360474,0.569444444444444,Peripheral,Proliferation Domain_Xylem
AT2G46400,WRKY46,37,27,10,0.10060060060060101,0.13258074880465598,0.0200650759219089,0.0146420824295011,0.00542299349240781,5385,4.3639453662314207e-07,0.0396009499611834,0.00100133559491415,-0.0923691547576523,3.86230899721946,1,0,1.1988833748158898,0.5028571428571429,Peripheral,Proliferation Domain_Xylem
AT4G09180,BHLH81,11,0,11,0.0,0.0,0.00596529284164859,0.0,0.00596529284164859,0,4.3674482231681203e-07,0.0298394088145413,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.288337189582317,0.165289256198347,Peripheral,Proliferation Domain_Xylem
AT4G17230,SCL13,9,1,8,0.444444444444444,0.432531153006216,0.00488069414316703,0.0005422993492407809,0.00433839479392625,15,4.3674631516379697e-07,0.00973027194302698,0.00036397038531534,-0.0923691547576523,3.86230899721946,1,0,-0.195851580588428,0.19753086419753102,Peripheral,Proliferation Domain_Xylem
AT4G01550,NAC69,5,0,5,0.1,0.0898705043120044,0.0027114967462039,0.0,0.0027114967462039,0,4.3709777841370704e-07,0.0239566913194658,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.64,Connector,Proliferation Domain_Xylem
AT5G12400,AT5G12400,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.9408866994668796e-07,0.00149143911200112,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.77066949432568,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT5G41920,SCL23,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156768528e-07,0.0010756502562281,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT5G65130,AT5G65130,9,0,9,0.0,0.0,0.00488069414316703,0.0,0.00488069414316703,0,2.95370796484523e-07,0.0105584429219325,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.7407407407407409,Connector,Proliferation Domain_Xylem
AT1G10720,AT1G10720,8,2,6,0.0,0.0,0.00433839479392625,0.00108459869848156,0.0032537960954446897,11,2.94888690898063e-07,0.00871230913766565,0.000383144860269869,-0.0923691547576523,3.86230899721946,1,2,-0.7268904034453951,0.53125,Peripheral,Proliferation Domain_Xylem
AT3G46640,PCL1,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869093506103e-07,0.0099280112382593,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.666666666666667,Connector,Proliferation Domain_Xylem
AT1G72360,HRE1,8,0,8,0.0,0.0,0.00433839479392625,0.0,0.00433839479392625,0,2.95209919230574e-07,0.0174453095630389,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.59375,Peripheral,Proliferation Domain_Xylem
AT1G25330,BHLH75,9,0,9,0.0,0.0,0.00488069414316703,0.0,0.00488069414316703,0,2.9537079618765804e-07,0.0140286224742368,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,0.0120250864475321,0.493827160493827,Peripheral,Proliferation Domain_Xylem
AT5G01380,GT-3A,7,0,7,0.33333333333333304,0.341377611889219,0.0037960954446854705,0.0,0.0037960954446854705,0,4.3709794953742704e-07,0.00383231968759162,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.295475505974451,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT1G09770,CDC5,22,10,12,0.0649350649350649,0.0632915095719651,0.0119305856832972,0.00542299349240781,0.006507592190889371,1565,2.95854480169068e-07,0.0256884821605203,0.000500694422284134,-0.0923691547576523,3.86230899721946,1,4,0.174363753489185,0.7396694214876031,Connector,Proliferation Domain_Xylem
AT2G47890,COL13,2,0,2,1.0,1.0,0.00108459869848156,0.0,0.00108459869848156,0,4.36745821124798e-07,0.0020385121669461896,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.7935951329045648,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT2G40950,BZIP17,9,0,9,0.0,0.0,0.00488069414316703,0.0,0.00488069414316703,0,4.37098181593143e-07,0.0132872098788286,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.592592592592593,Peripheral,Proliferation Domain_Xylem
AT3G20840,PLT1,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869092045003e-07,0.00695510892777439,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.868413762298021,0.6111111111111109,Peripheral,Proliferation Domain_Xylem
AT1G28360,ERF12,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.94888690775675e-07,0.00588092470142059,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT4G18450,ERF091,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.94248326688309e-07,0.005456004503960421,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.7935951329045648,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT2G37590,DOF2.4,8,0,8,0.0,0.0,0.00433839479392625,0.0,0.00433839479392625,0,2.9520991923602e-07,0.0302518362221139,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.59375,Peripheral,Proliferation Domain_Xylem
AT3G47500,CDF3,17,0,17,0.007352941176470591,0.00656617625040707,0.00921908893709327,0.0,0.00921908893709327,0,4.3709732575733396e-07,0.0383695162506377,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.195851580588428,0.685121107266436,Connector,Proliferation Domain_Xylem
AT1G01260,BHLH13,14,0,14,0.0,0.0,0.00759219088937093,0.0,0.00759219088937093,0,2.96177817476328e-07,0.016323671415124,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.302320326887515,0.36734693877551006,Peripheral,Proliferation Domain_Xylem
AT1G58220,AT1G58220,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.9408866996051e-07,0.00141407897373304,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.8932190582905871,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT4G36240,GATA7,10,0,10,0.0222222222222222,0.0235291402047681,0.00542299349240781,0.0,0.00542299349240781,0,2.9633974862665e-07,0.0167875406719202,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.7268904034453951,0.58,Peripheral,Proliferation Domain_Xylem
AT3G51470,AT3G51470,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.94088669962366e-07,0.00292645830618698,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-1.00993712115065,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT1G47870,E2FC,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.94248326724147e-07,0.0006760062757003951,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT1G05380,AT1G05380,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.9408866996645003e-07,0.00253401158671686,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-1.00993712115065,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT1G28420,RLT1,9,0,9,0.0,0.0,0.00488069414316703,0.0,0.00488069414316703,0,2.9537079587512003e-07,0.0032600980127694603,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,0.174363753489185,0.37037037037037,Peripheral,Proliferation Domain_Xylem
AT5G17260,NAC086,8,0,8,0.107142857142857,0.10920606223330301,0.00433839479392625,0.0,0.00433839479392625,0,4.36746215206921e-07,0.0414850251968284,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.556299581106408,0.46875,Peripheral,Proliferation Domain_Xylem
AT2G25650,GPL1,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.9440815693885003e-07,0.0182440576216068,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT2G43500,AT2G43500,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869112255103e-07,0.00540917761172058,0.000362181037116629,-0.0923691547576523,3.86230899721946,7,3,-0.556299581106408,0.277777777777778,Peripheral,Proliferation Domain_Xylem
AT3G57800,BHLH60,12,0,12,0.0606060606060606,0.0579873235987913,0.006507592190889371,0.0,0.006507592190889371,0,4.3674576418438904e-07,0.0409310922722664,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.47499091467742705,0.694444444444444,Connector,Proliferation Domain_Xylem
AT2G33810,SPL3,9,0,9,0.0,0.0,0.00488069414316703,0.0,0.00488069414316703,0,2.9537079634165604e-07,0.016768286999518,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.44911462449677103,0.37037037037037,Peripheral,Proliferation Domain_Xylem
AT5G02320,MYB3R5,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156999388e-07,0.00872584288188357,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT1G76880,AT1G76880,5,0,5,0.0,0.0,0.0027114967462039,0.0,0.0027114967462039,0,2.9472833868902504e-07,0.0114064918850942,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.868413762298021,0.56,Peripheral,Proliferation Domain_Xylem
AT2G38250,GT-3B,5,0,5,0.7,0.7056326513612091,0.0027114967462039,0.0,0.0027114967462039,0,4.367458902941179e-07,0.00298428739358186,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.494723356746497,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT2G02470,AL6,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156953794e-07,0.018810883074297003,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT2G28200,ZAT5,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.9424832675252106e-07,0.00193842754409193,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.7996682487607341,0.5,Peripheral,Proliferation Domain_Xylem
AT4G15090,FAR1,7,0,7,0.0,0.0,0.0037960954446854705,0.0,0.0037960954446854705,0,2.95049217596367e-07,0.0139769753691939,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.6939712075185419,0.653061224489796,Connector,Proliferation Domain_Xylem
AT3G63350,HSFA7B,8,0,8,0.0714285714285714,0.0777242738827541,0.00433839479392625,0.0,0.00433839479392625,0,4.37450168066899e-07,0.0110937259113735,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.7268904034453951,0.53125,Peripheral,Proliferation Domain_Xylem
AT2G41835,SAP11,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,4.37097230317171e-07,0.00212618959023843,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.939175441724335,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT5G06510,NFYA10,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408157015895e-07,0.00306870257661581,0.000362181037116629,-0.0923691547576523,3.86230899721946,4,2,-0.939175441724335,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT4G26640,WRKY20,11,0,11,0.0,0.0,0.00596529284164859,0.0,0.00596529284164859,0,2.95693076408616e-07,0.0218519004830963,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.556299581106408,0.6776859504132231,Connector,Proliferation Domain_Xylem
AT2G28160,FIT,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.94088669984725e-07,0.004625864154017239,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-1.00993712115065,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT3G23220,ERF095,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156815175e-07,0.00335337944480166,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.7935951329045648,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT5G65590,DOF5.7,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.9424832665382197e-07,0.008284224538382741,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.8932190582905871,0.5,Peripheral,Proliferation Domain_Xylem
AT1G66550,WRKY67,7,0,7,0.19047619047619,0.171528809753246,0.0037960954446854705,0.0,0.0037960954446854705,0,4.37098002438869e-07,0.0056320249956664705,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.494723356746497,0.448979591836735,Peripheral,Proliferation Domain_Xylem
AT5G64060,anac103,9,0,9,0.0277777777777778,0.0292919239122447,0.00488069414316703,0.0,0.00488069414316703,0,4.3780444108859994e-07,0.0224072633039431,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.150313580594121,0.567901234567901,Peripheral,Proliferation Domain_Xylem
AT1G32510,ANAC011,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.94888691197897e-07,0.0231169366787465,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.556299581106408,0.277777777777778,Peripheral,Proliferation Domain_Xylem
AT2G45480,GRF9,10,0,10,0.0,0.0,0.00542299349240781,0.0,0.00542299349240781,0,4.3709821992453097e-07,0.0115126876588495,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.47499091467742705,0.7,Connector,Proliferation Domain_Xylem
AT2G35940,BLH1,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,4.3709753842813395e-07,0.0220116232367453,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.7935951329045648,0.7222222222222221,Connector,Proliferation Domain_Xylem
AT4G18890,BEH3,8,0,8,0.0,0.0,0.00433839479392625,0.0,0.00433839479392625,0,4.3709798771587293e-07,0.00603808558785381,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.312652247635774,0.59375,Peripheral,Proliferation Domain_Xylem
AT2G45660,SOC1,16,0,16,0.00833333333333333,0.00799441656783467,0.008676789587852491,0.0,0.008676789587852491,0,2.96664149613204e-07,0.027230405325573,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.18115223297268,0.4140625,Peripheral,Proliferation Domain_Xylem
AT3G49690,RAX3,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.9408866999029004e-07,0.0021657359408125,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-1.00993712115065,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT5G13330,ERF113,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.94888690762412e-07,0.00224756262715671,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.395099431360474,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT5G44180,RLT2,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156995408e-07,0.00415806985005849,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT4G29930,BHLH27,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.94088669992675e-07,9.82546995590754e-05,0.000362181037116629,-0.0923691547576523,3.86230899721946,11,0,-0.8932190582905871,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT4G31920,ARR10,7,0,7,0.0,0.0,0.0037960954446854705,0.0,0.0037960954446854705,0,2.9504921756367396e-07,0.0112273241298391,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.47499091467742705,0.612244897959184,Peripheral,Proliferation Domain_Xylem
AT1G71692,AGL12,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.94248326664322e-07,0.00486525868905943,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT4G00238,STKL1,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869108929e-07,0.0134904912947467,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.6373295817190799,0.6111111111111109,Peripheral,Proliferation Domain_Xylem
AT1G68800,BRC2,5,0,5,0.0,0.0,0.0027114967462039,0.0,0.0027114967462039,0,2.94728338907498e-07,0.00567518714726266,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.797652082871708,0.32,Peripheral,Proliferation Domain_Xylem
AT1G18570,MYB51,8,0,8,0.0,0.0,0.00433839479392625,0.0,0.00433839479392625,0,2.95209919026533e-07,0.0194594608301178,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.609892059411226,0.65625,Connector,Proliferation Domain_Xylem
AT2G25180,ARR12,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408157011056e-07,0.00269168828419232,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.7996682487607341,0.666666666666667,Connector,Proliferation Domain_Xylem
AT2G22760,BHLH19,4,0,4,0.833333333333333,0.803277085662761,0.00216919739696312,0.0,0.00216919739696312,0,4.36746087696635e-07,0.00186585100716253,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT3G61150,HDG1,5,0,5,0.0,0.0,0.0027114967462039,0.0,0.0027114967462039,0,4.3674577656955397e-07,0.0157107483143196,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.663484537716044,0.56,Peripheral,Proliferation Domain_Xylem
AT1G25560,TEM1,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.9424832682156896e-07,0.00137174641792903,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.8932190582905871,0.5,Peripheral,Proliferation Domain_Xylem
AT2G31230,ERF15,24,0,24,0.0181159420289855,0.0187168123131701,0.0130151843817787,0.0,0.0130151843817787,0,4.37097364526445e-07,0.0551365706621428,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.23474471127749896,0.6701388888888891,Connector,Proliferation Domain_Xylem
AT1G22640,MYB3,6,1,5,0.133333333333333,0.137838605190528,0.0032537960954446897,0.0005422993492407809,0.0027114967462039,267,4.3674561850067e-07,0.0136060345397897,0.000367496354410245,-0.0923691547576523,3.86230899721946,1,2,-0.797652082871708,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT1G22590,AGL87,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.94248326817782e-07,0.0061287102289417,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.77066949432568,0.5,Peripheral,Proliferation Domain_Xylem
AT4G35270,NLP2,7,0,7,0.0,0.0,0.0037960954446854705,0.0,0.0037960954446854705,0,4.3674611650745107e-07,0.007011648415202271,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.868413762298021,0.6938775510204079,Connector,Proliferation Domain_Xylem
AT4G22070,WRKY31,15,0,15,0.00952380952380952,0.009716574469045421,0.00813449023861171,0.0,0.00813449023861171,0,4.37803719040154e-07,0.0190259231337189,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.295475505974451,0.6044444444444449,Peripheral,Proliferation Domain_Xylem
AT5G05770,WOX7,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,4.3709794078426104e-07,0.00838138498416052,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.717077016020862,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT3G19860,BHLH121,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.9440815679869297e-07,0.0041873096825086,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.8932190582905871,0.666666666666667,Connector,Proliferation Domain_Xylem
AT2G45680,TCP9,10,0,10,0.0444444444444444,0.0463750535156334,0.00542299349240781,0.0,0.00542299349240781,0,4.3709838310963e-07,0.0167792668109019,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,4,-0.47499091467742705,0.7,Connector,Proliferation Domain_Xylem
AT5G56930,EMB1789,5,0,5,0.0,0.0,0.0027114967462039,0.0,0.0027114967462039,0,2.94728338900452e-07,0.00549271489560929,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.7935951329045648,0.72,Connector,Proliferation Domain_Xylem
AT2G41070,EEL,15,0,15,0.00952380952380952,0.010611120506546,0.00813449023861171,0.0,0.00813449023861171,0,4.37804140091251e-07,0.0204117225242397,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.195851580588428,0.6044444444444449,Peripheral,Proliferation Domain_Xylem
AT3G04930,AT3G04930,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.9408867001736396e-07,0.0027006353465685103,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-1.00993712115065,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT5G59990,AT5G59990,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.9440815707118003e-07,0.0034375086136620198,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.939175441724335,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT1G32240,KAN2,14,0,14,0.010989010989011,0.0102730573229109,0.00759219088937093,0.0,0.00759219088937093,0,4.37097801700915e-07,0.0237195540701561,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.6561287240190811,0.6938775510204079,Connector,Proliferation Domain_Xylem
AT5G44080,AT5G44080,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.9424832662218397e-07,0.0027210048504904,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,1,-0.75,0.5,Peripheral,Proliferation Domain_Xylem
AT5G28770,BZIP63,6,0,6,0.0,0.0,0.0032537960954446897,0.0,0.0032537960954446897,0,2.9488869074860304e-07,0.0153335372197827,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.663484537716044,0.6111111111111109,Peripheral,Proliferation Domain_Xylem
AT4G36710,SCL15,4,0,4,0.33333333333333304,0.32262940523585604,0.00216919739696312,0.0,0.00216919739696312,0,4.36746083064878e-07,0.00288007424194289,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.5943472821325191,0.0,Ultra peripheral,Proliferation Domain_Xylem
AT1G68920,BHLH49,2,0,2,0.0,0.0,0.00108459869848156,0.0,0.00108459869848156,0,2.9424832668418604e-07,0.00298820795610447,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,0,-0.8932190582905871,0.5,Peripheral,Proliferation Domain_Xylem
AT5G47230,ERF5,3,0,3,0.0,0.0,0.00162689804772234,0.0,0.00162689804772234,0,2.94408156864297e-07,0.006273515484243371,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.939175441724335,0.444444444444444,Peripheral,Proliferation Domain_Xylem
AT4G16430,BHLH3,14,0,14,0.0,0.0,0.00759219088937093,0.0,0.00759219088937093,0,2.96177817796518e-07,0.0205412639281233,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,2,-0.585367044592768,0.6632653061224489,Connector,Proliferation Domain_Xylem
AT4G25210,GEBPL,6,4,2,0.0,0.0,0.0032537960954446897,0.00216919739696312,0.00108459869848156,22,2.9488868688505103e-07,0.004244977400329929,0.00043173211099586,-0.0923691547576523,3.86230899721946,1,2,-0.7268904034453951,0.277777777777778,Peripheral,Proliferation Domain_Xylem
AT3G53600,AT3G53600,22,19,3,0.281385281385281,0.3006228229696731,0.0119305856832972,0.0103036876355748,0.00162689804772234,24,2.94408156898677e-07,0.0131559309481586,0.000792748266226049,-0.0923691547576523,3.86230899721946,1,0,1.09925944942987,0.0867768595041322,Peripheral,Proliferation Domain_Xylem
AT4G33280,AT4G33280,1,0,1,0.0,0.0,0.0005422993492407809,0.0,0.0005422993492407809,0,2.94088670033572e-07,0.00639795198769964,0.000362181037116629,-0.0923691547576523,3.86230899721946,1,3,-0.77066949432568,0.0,Ultra peripheral,Proliferation Domain_Xylem
