,name,degree_all,degree_in,degree_out,clustering_coefficient,clustering_coefficient_weighted,degree_centrality_all,degree_centrality_in,degree_centrality_out,betweenness_centrality,closeness_centrality,eigenvector_centrality,page_rank,assortative_coefficient,average_path_length,community_random_walk,module,connectivity,participation,role,cluster
AT5G12870,MYB46,215,49,166,0.0657683112366877,0.0863556988051346,0.117743702081051,0.0268346111719606,0.0909090909090909,26048,1.10563941528479e-06,0.961612537266203,0.0010385437542736698,-0.153157349272886,3.16341309667396,2,4,3.6978417586363306,0.6537074704142011,Connector Hub,Elongation_Xylem
AT1G28470,NAC010,447,14,433,0.0260832054253067,0.0300399876705752,0.244797371303395,0.00766703176341731,0.23713033953997797,14083,1.10565102115061e-06,1.0,0.000468916316659595,-0.153157349272886,3.16341309667396,2,4,9.11761848728031,0.631394628099175,Connector Hub,Elongation_Xylem
AT1G12260,NAC007,277,16,261,0.0402082352325642,0.05181365410556,0.151697699890471,0.00876232201533406,0.142935377875137,11980,1.10565425526108e-06,0.7591744978678959,0.000492090788339399,-0.153157349272886,3.16341309667396,2,4,5.228618391917469,0.6390435860078161,Connector Hub,Elongation_Xylem
AT4G32880,ATHB-8,245,18,227,0.0312144529943125,0.0414830529597602,0.13417305585980302,0.00985761226725082,0.12431544359255198,22366,1.1056564948375299e-06,0.382750128620469,0.000590105762284262,-0.153157349272886,3.16341309667396,2,3,6.46733187259785,0.664387829585715,Connector Hub,Elongation_Xylem
AT5G04390,AT5G04390,59,0,59,0.0187025131502046,0.0212273737865644,0.0323110624315444,0.0,0.0323110624315444,0,1.10784903698913e-06,0.0642930067929904,0.000414691723663887,-0.153157349272886,3.16341309667396,2,4,0.512171467753962,0.6515369146796899,Connector,Elongation_Xylem
AT1G62990,KNAT7,166,30,136,0.0757210660825119,0.0841711608628296,0.0909090909090909,0.0164293537787514,0.0744797371303395,6872,1.1056001370437901e-06,0.496838636456943,0.000540313259503609,-0.153157349272886,3.16341309667396,2,4,3.9460758072765203,0.510633551457466,Connector Hub,Elongation_Xylem
AT4G36160,ANAC076,291,17,274,0.027965398743927002,0.0330369303111499,0.159364731653888,0.00930996714129244,0.150054764512596,22454,1.10564963239015e-06,0.45980822968709106,0.000527241794708517,-0.153157349272886,3.16341309667396,2,3,7.84028500756276,0.6887780855647889,Connector Hub,Elongation_Xylem
AT3G21270,DOF3.1,95,24,71,0.0963045912653975,0.11018735392267698,0.052026286966046005,0.0131434830230011,0.0388828039430449,6997,1.10562925255782e-06,0.15494577121800898,0.0005183288723554701,-0.153157349272886,3.16341309667396,2,4,1.25687361367452,0.64493004971673,Connector,Elongation_Xylem
AT5G65060,MAF3,37,0,37,0.027027027027027,0.0180403324745859,0.02026286966046,0.0,0.02026286966046,0,1.10787438246868e-06,0.0352914827115606,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,0.35197843669298606,0.612125639152666,Peripheral,Elongation_Xylem
AT4G28500,NAC073,368,19,349,0.0353334912925009,0.0399605844922943,0.20153340635268302,0.0104052573932092,0.191128148959474,27668,1.10565608478493e-06,0.763256328993507,0.0005073100887610309,-0.153157349272886,3.16341309667396,2,4,8.4142886827998,0.576584963828944,Connector Hub,Elongation_Xylem
AT3G08500,MYB83,342,12,330,0.0319493749035345,0.0378202146652432,0.18729463307776603,0.00657174151150055,0.180722891566265,6871,1.10566098351084e-06,0.6164307178480439,0.00045879665031198203,-0.153157349272886,3.16341309667396,2,4,5.931948196397999,0.6632443712632851,Connector Hub,Elongation_Xylem
AT2G45420,LBD18,264,17,247,0.0342781426431617,0.0368632503090468,0.14457831325301201,0.00930996714129244,0.13526834611172,16417,1.1056413960363899e-06,0.486007307230197,0.000490759017756117,-0.153157349272886,3.16341309667396,2,4,5.72508648919784,0.583491124260355,Connector Hub,Elongation_Xylem
AT4G22680,MYB85,100,4,96,0.0561616161616162,0.0555685643040354,0.0547645125958379,0.0021905805038335197,0.0525739320920044,1329,1.1056397128824801e-06,0.101708838256914,0.000426037832150996,-0.153157349272886,3.16341309667396,2,4,2.49804385687544,0.41097847158453205,Peripheral,Elongation_Xylem
AT1G68810,BHLH30,275,50,225,0.0392302587923026,0.0524916690108434,0.150602409638554,0.0273822562979189,0.123220153340635,30722,1.10565383505151e-06,0.38858499806195707,0.000896472451645327,-0.153157349272886,3.16341309667396,2,4,4.194309855916701,0.667520605925596,Connector Hub,Elongation_Xylem
AT5G11260,HY5,138,0,138,0.0222151697873691,0.0200520955195103,0.0755750273822563,0.0,0.0755750273822563,0,1.11013334799412e-06,0.0978277437533279,0.000414691723663887,-0.153157349272886,3.16341309667396,2,3,4.01046836792381,0.6342155009451801,Connector Hub,Elongation_Xylem
AT4G35550,WOX13,139,13,126,0.0530705870086539,0.05326901960621799,0.0761226725082147,0.0071193866374589295,0.0690032858707558,9577,1.10563008804961e-06,0.188199379107388,0.00045301834932057997,-0.153157349272886,3.16341309667396,2,4,3.36686302711609,0.47386648196494197,Connector Hub,Elongation_Xylem
AT4G17460,HAT1,151,8,143,0.0269315673289183,0.0278339786604536,0.0826944140197152,0.00438116100766703,0.0783132530120482,7459,1.10564859675912e-06,0.163425123563594,0.000455837885401371,-0.153157349272886,3.16341309667396,2,3,4.01046836792381,0.6651753104455811,Connector Hub,Elongation_Xylem
AT5G26660,MYB86,40,1,39,0.00512820512820513,0.0057131467967678,0.0219058050383352,0.000547645125958379,0.0213581599123768,505,1.10560570941548e-06,0.057849082742248,0.00041775195301285,-0.153157349272886,3.16341309667396,2,3,0.5419551848545701,0.665351742274819,Connector,Elongation_Xylem
AT4G24060,DOF4.6,157,0,157,0.0153519516576841,0.0155654632285035,0.0859802847754655,0.0,0.0859802847754655,0,1.11465540182633e-06,0.13919138154003502,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,5.23982617545073,0.5675686640431661,Connector Hub,Elongation_Xylem
AT2G16720,MYB7,183,33,150,0.0484597369843272,0.0598138916490643,0.10021905805038302,0.0180722891566265,0.0821467688937568,18887,1.10563308863558e-06,0.258339674475201,0.0006643216814138651,-0.153157349272886,3.16341309667396,2,4,3.6978417586363306,0.5888098653887239,Connector Hub,Elongation_Xylem
AT1G51070,bHLH115,59,20,39,0.0572764465225015,0.0588328999062948,0.0323110624315444,0.0109529025191676,0.0213581599123768,14552,1.10563885670016e-06,0.0555465520644291,0.0006289749761893281,-0.153157349272886,3.16341309667396,2,3,1.1923014066800501,0.64922711058264,Connector,Elongation_Xylem
AT2G30130,LBD12,76,10,66,0.0256140350877193,0.0251231444158344,0.0416210295728368,0.00547645125958379,0.036144578313253004,3563,1.10562613711889e-06,0.0368272024535345,0.000538015155969667,-0.153157349272886,3.16341309667396,2,5,1.73907036255667,0.6122666666666671,Peripheral,Elongation_Xylem
AT3G62420,BZIP53,119,28,91,0.0820395954992166,0.09541063580880199,0.0651697699890471,0.0153340635268346,0.0498357064622125,14768,1.10564692159878e-06,0.122034142241819,0.000597687100759745,-0.153157349272886,3.16341309667396,2,3,3.1433400721565,0.650353955063096,Connector Hub,Elongation_Xylem
AT1G74840,AT1G74840,154,27,127,0.0474492827434004,0.0600257406796325,0.0843373493975904,0.0147864184008762,0.0695509309967141,23118,1.10565131433631e-06,0.11044045625922899,0.000761041503741106,-0.153157349272886,3.16341309667396,2,5,3.85273424958705,0.636031283261604,Connector Hub,Elongation_Xylem
AT3G10480,ANAC050,250,19,231,0.034859437751003995,0.041950421187797,0.136911281489595,0.0104052573932092,0.126506024096386,9990,1.10563369050979e-06,0.328546455990367,0.0005127582675422,-0.153157349272886,3.16341309667396,2,4,3.9047034658364903,0.6713384495317378,Connector Hub,Elongation_Xylem
AT2G17560,HMGB4,64,14,50,0.0634920634920635,0.0774735427059361,0.0350492880613363,0.00766703176341731,0.0273822562979189,4569,1.1056111620301799e-06,0.0382136331764809,0.000470842829430417,-0.153157349272886,3.16341309667396,2,4,1.25687361367452,0.45785639958376706,Peripheral,Elongation_Xylem
AT3G47620,TCP14,31,0,31,0.021505376344086002,0.0210805944139145,0.0169769989047097,0.0,0.0169769989047097,0,1.10785811457419e-06,0.0366802932326665,0.000414691723663887,-0.153157349272886,3.16341309667396,2,3,0.397433802226685,0.6118626430801251,Peripheral,Elongation_Xylem
AT5G60850,DOF5.4,120,0,120,0.011624649859943997,0.0105047899605764,0.0657174151150055,0.0,0.0657174151150055,0,1.1123841717802099e-06,0.094745597015826,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,4.05089023899615,0.5373611111111111,Connector Hub,Elongation_Xylem
AT1G17950,MYB52,89,7,82,0.0643513789581205,0.0997529083520374,0.0487404162102957,0.00383351588170865,0.0449069003285871,1940,1.10563313364666e-06,0.168903966644697,0.000440677786041443,-0.153157349272886,3.16341309667396,2,4,1.96020341815504,0.45889670091941603,Peripheral,Elongation_Xylem
AT2G34710,ATHB-14,103,3,100,0.0323624595469256,0.0468709864829915,0.056407447973713,0.0016429353778751401,0.0547645125958379,3854,1.1056259256375602e-06,0.10728217706482401,0.000423382820751926,-0.153157349272886,3.16341309667396,2,3,3.72142560266804,0.561514801999231,Connector Hub,Elongation_Xylem
AT5G18830,SPL7,81,7,74,0.09135802469135801,0.0842642551949792,0.0443592552026287,0.00383351588170865,0.04052573932092,5494,1.10564228603579e-06,0.10817141178179301,0.00042463414878098196,-0.153157349272886,3.16341309667396,2,4,1.54648000375473,0.546563023929279,Peripheral,Elongation_Xylem
AT1G01720,NAC002,136,9,127,0.0368191721132898,0.04740364861573201,0.0744797371303395,0.00492880613362541,0.0695509309967141,3712,1.10565034518394e-06,0.11743626278703001,0.00050394910176739,-0.153157349272886,3.16341309667396,2,3,2.70977592427284,0.678405356810714,Connector Hub,Elongation_Xylem
AT3G04060,anac046,146,2,144,0.0280585734529995,0.0311507829651262,0.0799561883899233,0.0010952902519167599,0.0788608981380066,1973,1.1056349819351602e-06,0.162954933690504,0.000417493894105569,-0.153157349272886,3.16341309667396,2,4,3.1186289784758996,0.563900118906064,Connector Hub,Elongation_Xylem
AT5G65050,AGL31,19,1,18,0.0116959064327485,0.00777964238140494,0.0104052573932092,0.000547645125958379,0.00985761226725082,15,3.0273522434231895e-07,0.0114371662657267,0.000417942029890069,-0.153157349272886,3.16341309667396,2,5,0.0217184543444896,0.42659279778393394,Peripheral,Elongation_Xylem
AT5G17300,RVE1,136,1,135,0.0308278867102397,0.0308940369559113,0.0744797371303395,0.000547645125958379,0.0739320920043812,1689,1.10565324219936e-06,0.12879030551152099,0.000419918916377552,-0.153157349272886,3.16341309667396,2,5,3.39037027429915,0.656460905349794,Connector Hub,Elongation_Xylem
AT1G52150,ATHB-15,226,37,189,0.0460176991150442,0.0591457287769328,0.12376779846659401,0.02026286966046,0.103504928806134,30640,1.1056483152751e-06,0.29052929209378103,0.0011438467738351,-0.153157349272886,3.16341309667396,2,3,5.8892463420863095,0.681067136217522,Connector Hub,Elongation_Xylem
AT2G37120,S1FA2,91,8,83,0.0551892551892552,0.0563272449680592,0.0498357064622125,0.00438116100766703,0.0454545454545455,3522,1.10561874131018e-06,0.0753015905682479,0.000478079446227781,-0.153157349272886,3.16341309667396,2,4,2.0015757595950703,0.481234567901235,Peripheral,Elongation_Xylem
AT4G00220,LBD30,65,13,52,0.126923076923077,0.14272696282456301,0.0355969331872946,0.0071193866374589295,0.0284775465498357,3838,1.1055819339664301e-06,0.106573080075987,0.00044824581072101506,-0.153157349272886,3.16341309667396,2,4,1.4223629794346397,0.40869140625,Peripheral,Elongation_Xylem
AT5G62020,HSFB2A,83,1,82,0.0208639435791948,0.0175032378274457,0.0454545454545455,0.000547645125958379,0.0449069003285871,4235,1.10564148483419e-06,0.0595062739682094,0.000416573224911988,-0.153157349272886,3.16341309667396,2,4,1.46373532087467,0.570474669763391,Peripheral,Elongation_Xylem
AT4G00210,LBD31,64,5,59,0.0386904761904762,0.0402940245116763,0.0350492880613363,0.00273822562979189,0.0323110624315444,1923,1.1055250992258301e-06,0.0427425639546014,0.000430400546298318,-0.153157349272886,3.16341309667396,2,4,1.38099063799461,0.420760896951373,Peripheral,Elongation_Xylem
AT1G73410,ATMYB54,112,4,108,0.0265444015444015,0.049969348866635004,0.0613362541073384,0.0021905805038335197,0.0591456736035049,3458,1.10562414796796e-06,0.12738087345694302,0.00043483190021114,-0.153157349272886,3.16341309667396,2,4,3.07725663703587,0.33966942148760304,Connector Hub,Elongation_Xylem
AT4G09460,MYB6,54,4,50,0.0300489168413697,0.0270389721450076,0.0295728368017525,0.0021905805038335197,0.0273822562979189,1340,1.1056147725097799e-06,0.053420587971545995,0.00044485573673028303,-0.153157349272886,3.16341309667396,2,5,0.9464464049202791,0.630829476682093,Connector,Elongation_Xylem
AT3G28920,ZHD9,56,0,56,0.00974025974025974,0.007564654874359959,0.0306681270536692,0.0,0.0306681270536692,0,1.1078634654321e-06,0.0701226771344477,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,0.9464464049202791,0.650510204081633,Connector,Elongation_Xylem
AT1G66230,MYB20,48,13,35,0.0567375886524823,0.071057178508469,0.0262869660460022,0.0071193866374589295,0.0191675794085433,2456,1.10559572491937e-06,0.0655894378822253,0.000518108881238251,-0.153157349272886,3.16341309667396,2,5,0.550134426102084,0.6536894522408331,Connector,Elongation_Xylem
AT3G22830,HSFA6B,229,38,191,0.0470773002374933,0.0573257523426588,0.125410733844469,0.0208105147864184,0.10460021905805,32215,1.10565742346858e-06,0.216074181430593,0.000680320864005105,-0.153157349272886,3.16341309667396,2,5,6.03245013308712,0.650393636880123,Connector Hub,Elongation_Xylem
AT5G65070,MAF4,30,0,30,0.0,0.0,0.0164293537787514,0.0,0.0164293537787514,0,3.0475793809728604e-07,0.0271431092211528,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,0.35197843669298606,0.542222222222222,Peripheral,Elongation_Xylem
AT1G71930,NAC030,133,25,108,0.0772385509227614,0.10066166225305,0.0728368017524644,0.0136911281489595,0.0591456736035049,18233,1.1056387858298e-06,0.293415501369601,0.000547890185379242,-0.153157349272886,3.16341309667396,2,4,2.49804385687544,0.596317192634385,Peripheral,Elongation_Xylem
AT2G02820,MYB88,98,9,89,0.0317694087944456,0.0316185343943427,0.0536692223439211,0.00492880613362541,0.0487404162102957,1102,3.15109351713631e-07,0.0786668812580607,0.00044968896419505,-0.153157349272886,3.16341309667396,2,3,2.1316903937613003,0.6624323198667221,Connector,Elongation_Xylem
AT1G22985,ERF069,35,6,29,0.0689075630252101,0.10490609361768902,0.0191675794085433,0.00328587075575027,0.015881708652793,1135,1.10564368159285e-06,0.0209526081540464,0.00044177422893866504,-0.153157349272886,3.16341309667396,2,5,0.35197843669298606,0.572320499479708,Peripheral,Elongation_Xylem
AT5G03510,AT5G03510,53,11,42,0.134978229317852,0.14116709881317302,0.0290251916757941,0.006024096385542171,0.0230010952902519,3424,1.1056289834948e-06,0.129429417295354,0.00046203850177009803,-0.153157349272886,3.16341309667396,2,4,0.512171467753962,0.658208381391772,Connector,Elongation_Xylem
AT5G67580,TRB2,39,1,38,0.0121457489878543,0.0102227827831824,0.0213581599123768,0.000547645125958379,0.0208105147864184,415,1.10556442420773e-06,0.023619735512464,0.00041644378647697205,-0.153157349272886,3.16341309667396,2,5,0.48408242963238396,0.624589086127548,Connector,Elongation_Xylem
AT4G36900,RAP2-10,57,5,52,0.0557644110275689,0.0684670924246929,0.0312157721796276,0.00273822562979189,0.0284775465498357,2900,1.1056516201228997e-06,0.0396707333632306,0.000442787888671541,-0.153157349272886,3.16341309667396,2,5,1.01249840138998,0.612317550729797,Peripheral,Elongation_Xylem
AT3G06590,BHLH148,10,1,9,0.0444444444444444,0.0273671310462589,0.00547645125958379,0.000547645125958379,0.00492880613362541,4,3.012357245068e-07,0.0309583207362542,0.00041741354390511604,-0.153157349272886,3.16341309667396,2,1,0.00806913558302275,0.62,Peripheral,Elongation_Xylem
AT5G25830,GATA12,74,0,74,0.007774898185857091,0.00752045420970369,0.04052573932092,0.0,0.04052573932092,0,1.11463762475058e-06,0.0345424436782444,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,1.5409143731475703,0.6369612856099339,Connector,Elongation_Xylem
AT5G47370,HAT2,99,1,98,0.0286538857967429,0.0318324506346815,0.0542168674698795,0.000547645125958379,0.0536692223439211,958,1.1056481792826e-06,0.0697951300424749,0.000416455580910784,-0.153157349272886,3.16341309667396,2,3,2.92655799821467,0.6207830070803829,Connector Hub,Elongation_Xylem
AT5G18270,ANAC087,116,4,112,0.0488755622188906,0.0477334881760394,0.063526834611172,0.0021905805038335197,0.0613362541073384,3672,1.10563656518348e-06,0.128273898158657,0.000424358717780364,-0.153157349272886,3.16341309667396,2,4,2.1670651253551902,0.599435196195006,Peripheral,Elongation_Xylem
AT5G66300,NAC105,171,19,152,0.0481596147230822,0.0553173632273396,0.0936473165388828,0.0104052573932092,0.0832420591456736,19697,1.1056508960843598e-06,0.21723753532347798,0.000491680305640701,-0.153157349272886,3.16341309667396,2,3,4.01046836792381,0.6871526408261321,Connector Hub,Elongation_Xylem
AT1G09540,MYB61,45,0,45,0.00606060606060606,0.00609434727125111,0.0246440306681271,0.0,0.0246440306681271,0,1.10784256459765e-06,0.0377163365040209,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,1.27670638726878,0.43753086419753096,Peripheral,Elongation_Xylem
AT2G02540,ZHD3,24,19,5,0.126811594202899,0.17597647262965302,0.0131434830230011,0.0104052573932092,0.00273822562979189,41,3.00904515157212e-07,0.0656964286222942,0.000981525152854812,-0.153157349272886,3.16341309667396,2,4,-0.1084136538465,0.6540642722117199,Connector,Elongation_Xylem
AT4G31800,WRKY18,183,18,165,0.0249804839968774,0.0280347234711406,0.10021905805038302,0.00985761226725082,0.0903614457831325,12755,1.10565291279895e-06,0.16037363305105098,0.000564853173464853,-0.153157349272886,3.16341309667396,2,4,2.45667151543541,0.67858024691358,Connector,Elongation_Xylem
AT2G23340,ERF008,165,3,162,0.0305247597930525,0.0306890769167533,0.0903614457831325,0.0016429353778751401,0.0887185104052574,5083,1.10565556831204e-06,0.176273860067738,0.00042199375660364503,-0.153157349272886,3.16341309667396,2,4,2.70490556407559,0.657867340868531,Connector Hub,Elongation_Xylem
AT3G58630,AT3G58630,10,0,10,0.0,0.0,0.00547645125958379,0.0,0.00547645125958379,0,1.1078217241291001e-06,0.00990903312433656,0.000414691723663887,-0.153157349272886,3.16341309667396,2,1,0.00806913558302275,0.74,Connector,Elongation_Xylem
AT1G25550,HHO3,68,0,68,0.00746268656716418,0.00792070211006561,0.0372398685651698,0.0,0.0372398685651698,0,1.10785752972189e-06,0.043397505086077995,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,1.4088103802081697,0.644896193771626,Connector,Elongation_Xylem
AT2G46270,GBF3,18,0,18,0.0261437908496732,0.0179964171919918,0.00985761226725082,0.0,0.00985761226725082,0,1.10784589151593e-06,0.0178198871618437,0.000414691723663887,-0.153157349272886,3.16341309667396,2,3,-0.32517311091274,0.6975308641975311,Connector,Elongation_Xylem
AT1G76890,GT-2,92,0,92,0.0499283325370282,0.0463904612000423,0.0503833515881709,0.0,0.0503833515881709,0,1.11013151879627e-06,0.104012217538237,0.000414691723663887,-0.153157349272886,3.16341309667396,2,4,1.0086395650343298,0.699669187145558,Connector,Elongation_Xylem
AT5G66320,GATA5,68,0,68,0.0245829675153644,0.0221737332426549,0.0372398685651698,0.0,0.0372398685651698,0,1.10787727498473e-06,0.0482671953052249,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,1.67301836608697,0.605103806228374,Peripheral,Elongation_Xylem
AT1G53170,ERF8,154,26,128,0.0459213988625753,0.0616790424171243,0.0843373493975904,0.0142387732749179,0.0700985761226725,12234,1.10564774580774e-06,0.12306647220098199,0.000555719991600933,-0.153157349272886,3.16341309667396,2,5,3.65457826017795,0.649840495402515,Connector Hub,Elongation_Xylem
AT5G13180,NAC083,108,5,103,0.0278643129110419,0.031251762963489,0.0591456736035049,0.00273822562979189,0.056407447973713,6897,1.1056543333783998e-06,0.106313034737743,0.00045466493768803,-0.153157349272886,3.16341309667396,2,5,2.39959032725366,0.658063367746529,Connector,Elongation_Xylem
AT1G75410,BLH3,143,12,131,0.0564365212252536,0.0745809407046087,0.0783132530120482,0.00657174151150055,0.0717415115005476,8951,1.1056406017066602e-06,0.16253256518488599,0.000461240508895043,-0.153157349272886,3.16341309667396,2,4,3.73921410007636,0.41765306122449,Connector Hub,Elongation_Xylem
AT5G67300,MYB44,141,7,134,0.0257345491388045,0.0296297200348886,0.0772179627601314,0.00383351588170865,0.0733844468784228,6884,1.10565033414514e-06,0.10429805322293699,0.000499217717123353,-0.153157349272886,3.16341309667396,2,5,4.05089023899615,0.6225582860743539,Connector Hub,Elongation_Xylem
AT3G18990,VRN1,99,0,99,0.0127808699237271,0.0120887140378614,0.0542168674698795,0.0,0.0542168674698795,0,1.10787924929138e-06,0.0795697462523803,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,2.7298503096021602,0.601571268237935,Connector Hub,Elongation_Xylem
AT3G09735,S1FA3,164,28,136,0.0314978303157265,0.0397787121083526,0.0898138006571741,0.0153340635268346,0.0744797371303395,11083,1.10563973663037e-06,0.10531276843977301,0.00072435946491998,-0.153157349272886,3.16341309667396,2,4,2.37392683255535,0.647120095675321,Connector,Elongation_Xylem
AT1G69810,WRKY36,20,1,19,0.0421052631578947,0.0427209991575403,0.0109529025191676,0.000547645125958379,0.0104052573932092,804,1.10786334741157e-06,0.0210849848674575,0.00045451219668297304,-0.153157349272886,3.16341309667396,2,5,-0.11038553859490899,0.565,Peripheral,Elongation_Xylem
AT3G20310,ERF7,96,1,95,0.0109649122807018,0.0133004779128388,0.0525739320920044,0.000547645125958379,0.052026286966046005,100,1.1078506153994801e-06,0.0606518014655739,0.00042063598109501,-0.153157349272886,3.16341309667396,2,5,2.86195430254156,0.564887152777778,Connector Hub,Elongation_Xylem
AT1G33240,AT-GTL1,116,1,115,0.0221889055472264,0.0200315229570322,0.063526834611172,0.000547645125958379,0.0629791894852136,1092,1.10564508834421e-06,0.151849914832328,0.0004161872390168,-0.153157349272886,3.16341309667396,2,5,2.7959023060718597,0.657240075614367,Connector Hub,Elongation_Xylem
AT4G25470,DREB1C,67,1,66,0.0456806874717322,0.0470943996206776,0.0366922234392114,0.000547645125958379,0.036144578313253004,1001,1.11239260232131e-06,0.0589904849528234,0.000422778722256314,-0.153157349272886,3.16341309667396,2,3,1.5536048632497599,0.6134067952249771,Peripheral,Elongation_Xylem
AT3G21890,MIP1B,39,0,39,0.0337381916329285,0.0315101913983548,0.0213581599123768,0.0,0.0213581599123768,0,1.11011007337976e-06,0.0453339453605082,0.000414691723663887,-0.153157349272886,3.16341309667396,2,3,0.180651728284857,0.7113740959894809,Connector,Elongation_Xylem
AT1G19700,BLH10,118,10,108,0.0602636534839925,0.0837877078490631,0.0646221248630887,0.00547645125958379,0.0591456736035049,9096,1.10565042587472e-06,0.15067622125907998,0.00045950397959980096,-0.153157349272886,3.16341309667396,2,4,2.45667151543541,0.5382230623818529,Peripheral,Elongation_Xylem
AT3G21175,GATA24,4,0,4,0.0,0.0,0.0021905805038335197,0.0,0.0021905805038335197,0,3.00409083442623e-07,0.0037512753521074704,0.000414691723663887,-0.153157349272886,3.16341309667396,1,5,-0.704853506822202,0.375,Peripheral,Elongation_Xylem
AT1G62700,NAC026,178,9,169,0.0380879832412874,0.0520206308863312,0.0974808324205915,0.00492880613362541,0.092552026286966,5429,1.10562591938587e-06,0.21405102014504898,0.000491555217519846,-0.153157349272886,3.16341309667396,2,4,3.6564694171963,0.5878857142857139,Connector Hub,Elongation_Xylem
AT1G22640,MYB3,24,2,22,0.0652173913043478,0.0733182812287248,0.0131434830230011,0.0010952902519167599,0.0120481927710843,223,1.1056117877095501e-06,0.0294431791802971,0.000425760349471357,-0.153157349272886,3.16341309667396,2,4,-0.149785995286531,0.650283553875236,Connector,Elongation_Xylem
AT5G65080,MAF5,12,0,12,0.0,0.0,0.00657174151150055,0.0,0.00657174151150055,0,3.01733915340372e-07,0.0100182837545774,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,-0.44064552094340503,0.597222222222222,Peripheral,Elongation_Xylem
AT5G64750,ABR1,105,11,94,0.0355311355311355,0.0464121677673208,0.0575027382256298,0.006024096385542171,0.0514786418400876,6922,1.10565232051305e-06,0.0665210073760678,0.000542252255243771,-0.153157349272886,3.16341309667396,2,5,3.58852626370825,0.47709287796751293,Connector Hub,Elongation_Xylem
AT1G68200,AT1G68200,154,49,105,0.0577200577200577,0.0823963190681444,0.0843373493975904,0.0268346111719606,0.0575027382256298,16002,1.1056338373058002e-06,0.26588790343967,0.0013057226760368,-0.153157349272886,3.16341309667396,2,4,2.5394161983154704,0.6423170575419711,Connector Hub,Elongation_Xylem
AT1G69580,AT1G69580,79,4,75,0.0305095748133723,0.033374154721719,0.0432639649507119,0.0021905805038335197,0.0410733844468784,2031,1.1056304656099399e-06,0.07187693880151201,0.00042531534376039103,-0.153157349272886,3.16341309667396,2,3,2.27621177638919,0.619000657462196,Peripheral,Elongation_Xylem
AT2G40620,BZIP18,130,20,110,0.0519976147883125,0.0546755038024735,0.0711938663745893,0.0109529025191676,0.0602409638554217,11713,1.10561063416743e-06,0.133460564399231,0.000594247316418278,-0.153157349272886,3.16341309667396,2,3,2.42073315901707,0.696331360946746,Connector,Elongation_Xylem
AT3G16280,AT3G16280,11,0,11,0.0,0.0,0.006024096385542171,0.0,0.006024096385542171,0,3.02567870607176e-07,0.00689510099584955,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,-0.242489531534307,0.165289256198347,Peripheral,Elongation_Xylem
AT5G45710,HSFA4C,117,6,111,0.0369879162982611,0.0488078859712526,0.0640744797371303,0.00328587075575027,0.0607886089813801,3453,1.10564108580711e-06,0.124579404156641,0.000448724703138516,-0.153157349272886,3.16341309667396,2,4,2.45667151543541,0.5362570888468811,Peripheral,Elongation_Xylem
AT1G71520,ERF020,66,15,51,0.0778554778554779,0.10410166349646902,0.036144578313253004,0.00821467688937568,0.0279299014238773,6753,1.10563984484209e-06,0.0342307847312911,0.0005073427611180759,-0.153157349272886,3.16341309667396,2,5,2.0032783484354697,0.44504165546896,Peripheral,Elongation_Xylem
AT4G12350,MYB42,129,4,125,0.0264050387596899,0.029875617088695,0.0706462212486309,0.0021905805038335197,0.0684556407447974,1342,1.10562485903906e-06,0.15922587973016103,0.000427695964920205,-0.153157349272886,3.16341309667396,2,4,2.5394161983154704,0.5946044921875,Connector Hub,Elongation_Xylem
AT2G40470,LBD15,83,6,77,0.0496620628856891,0.0610986263659783,0.0454545454545455,0.00328587075575027,0.0421686746987952,2684,1.10561849560314e-06,0.0960693134788658,0.000433779049944491,-0.153157349272886,3.16341309667396,2,4,2.0429481010351003,0.37402834933699103,Peripheral,Elongation_Xylem
AT1G50640,ERF3,39,0,39,0.0188933873144399,0.022947758448405,0.0213581599123768,0.0,0.0213581599123768,0,1.1123773122476002e-06,0.0235551069060415,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,1.01249840138998,0.41683103221564793,Peripheral,Elongation_Xylem
AT3G13445,TBP1,28,0,28,0.0,0.0,0.0153340635268346,0.0,0.0153340635268346,0,3.0441894037627e-07,0.022197846048995,0.000414691723663887,-0.153157349272886,3.16341309667396,2,5,0.35197843669298606,0.47193877551020397,Peripheral,Elongation_Xylem
AT1G43160,RAP2-6,161,26,135,0.0562111801242236,0.069841445406141,0.088170865279299,0.0142387732749179,0.0739320920043812,25045,1.1056587815749399e-06,0.129017216819585,0.000698313571200094,-0.153157349272886,3.16341309667396,2,5,4.57930621075374,0.6169494459833791,Connector Hub,Elongation_Xylem
