,name,degree_all,degree_in,degree_out,clustering_coefficient,clustering_coefficient_weighted,degree_centrality_all,degree_centrality_in,degree_centrality_out,betweenness_centrality,closeness_centrality,eigenvector_centrality,page_rank,assortative_coefficient,average_path_length,community_random_walk,module,connectivity,participation,role,cluster
AT2G46680,ATHB-7,64,3,61,0.037202380952381,0.0297311183784182,0.0461095100864553,0.00216138328530259,0.0439481268011527,766,1.22847749514655e-06,0.12859366347324197,0.000545656117046661,-0.174565791116289,3.13875670569784,1,1,2.0169012270205102,0.59228515625,Peripheral,Elongation_Pericycle
AT5G64750,ABR1,179,14,165,0.0433745527587722,0.0486083349954486,0.128962536023055,0.0100864553314121,0.118876080691643,8467,1.2201599956643699e-06,0.508697286895722,0.000622247387021459,-0.174565791116289,3.13875670569784,1,3,3.7828340881364397,0.507009932231346,Connector Hub,Elongation_Pericycle
AT1G29160,DOF1.5,185,11,174,0.0475323149236193,0.0496137377845427,0.13328530259366,0.007925072046109509,0.12536023054755,10948,1.2201643721511601e-06,0.696623324390796,0.000524758109421301,-0.174565791116289,3.13875670569784,1,3,3.1128003144585605,0.602572696223946,Connector Hub,Elongation_Pericycle
AT1G43160,RAP2-6,158,37,121,0.0781262597758607,0.098012631482575,0.11383285302593699,0.026657060518732,0.0871757925072046,19333,1.2201618316801398e-06,0.389297330498115,0.000823456334558378,-0.174565791116289,3.13875670569784,1,3,2.66611113200664,0.579346238130022,Connector Hub,Elongation_Pericycle
AT2G28810,DOF2.2,215,3,212,0.0183438382960226,0.0160361083312494,0.154899135446686,0.00216138328530259,0.152737752161383,12249,1.22014972051844e-06,1.0,0.0007746082319760809,-0.174565791116289,3.13875670569784,1,3,3.0234624779681702,0.649118903524386,Connector Hub,Elongation_Pericycle
AT4G34410,ERF109,70,11,59,0.0824016563146998,0.11706784738079598,0.0504322766570605,0.007925072046109509,0.042507204610951005,2217,1.22015629231066e-06,0.141423101742209,0.0009465606201222561,-0.174565791116289,3.13875670569784,1,3,0.74534764746338,0.47729105079279793,Peripheral,Elongation_Pericycle
AT1G01060,LHY,74,0,74,0.00703443169196594,0.0067721675414404705,0.053314121037464,0.0,0.053314121037464,0,1.22216787106171e-06,0.183624623549926,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,1.5966082156348702,0.570124178232286,Peripheral,Elongation_Pericycle
AT1G72740,AT1G72740,200,0,200,0.00884422110552764,0.009027040767720141,0.144092219020173,0.0,0.144092219020173,0,1.24980950135625e-06,0.266982494295913,0.00048874067479836,-0.174565791116289,3.13875670569784,1,1,7.6323551922864805,0.59885,Connector Hub,Elongation_Pericycle
AT2G40970,MYBC1,149,15,134,0.0443497188463631,0.0406438960317464,0.107348703170029,0.010806916426513,0.0965417867435159,6878,1.22014187562485e-06,0.403178196555271,0.000556083850274683,-0.174565791116289,3.13875670569784,1,3,2.7107800502518304,0.564851367419739,Connector Hub,Elongation_Pericycle
AT1G74840,AT1G74840,147,30,117,0.0935607119560153,0.0983690550674267,0.10590778097982699,0.0216138328530259,0.0842939481268011,10105,1.2201517185723499e-06,0.38108617834766606,0.000663046007832065,-0.174565791116289,3.13875670569784,1,3,2.17475303130952,0.6116392535586739,Peripheral,Elongation_Pericycle
AT4G23750,CRF2,124,1,123,0.0232100708103855,0.016670346932156,0.0893371757925072,0.000720461095100865,0.0886167146974063,789,1.22638274234793e-06,0.285602131722703,0.000510149390189652,-0.174565791116289,3.13875670569784,1,3,2.26409086779991,0.5482570239334029,Peripheral,Elongation_Pericycle
AT1G34370,STOP1,59,7,52,0.0572764465225015,0.0472534390755392,0.042507204610951005,0.00504322766570605,0.037463976945245,1113,1.2201319237999399e-06,0.129421648592315,0.000539127769226976,-0.174565791116289,3.13875670569784,1,3,0.47733413799222796,0.550416546969262,Peripheral,Elongation_Pericycle
AT1G22985,ERF069,73,5,68,0.0631659056316591,0.0597065574559795,0.0525936599423631,0.0036023054755043205,0.0489913544668588,2539,1.22015237317623e-06,0.12649871921997,0.000506657401106261,-0.174565791116289,3.13875670569784,1,3,0.834685483953764,0.535918367346939,Peripheral,Elongation_Pericycle
AT2G34140,CDF4,240,9,231,0.022489539748954,0.0233157452280079,0.172910662824208,0.006484149855907779,0.1664265129683,11391,1.22016520302636e-06,0.97073078407822,0.000529711839035533,-0.174565791116289,3.13875670569784,1,1,5.2596281647093,0.6670964652139469,Connector Hub,Elongation_Pericycle
AT1G26960,ATHB-23,152,6,146,0.0189090275357267,0.0195904263570818,0.109510086455331,0.004322766570605189,0.105187319884726,6021,1.22015419745097e-06,0.487704275522746,0.0005129322036602679,-0.174565791116289,3.13875670569784,1,1,3.12417383988985,0.666574112638253,Connector Hub,Elongation_Pericycle
AT4G36780,BEH2,29,0,29,0.00738916256157635,0.007222577659455129,0.0208933717579251,0.0,0.0208933717579251,0,1.2221514262062099e-06,0.0722730103301093,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,0.192078053338959,0.47562425683709897,Peripheral,Elongation_Pericycle
AT4G36990,HSFB1,214,22,192,0.0466412180246589,0.0507233870774359,0.154178674351585,0.015850144092219,0.138328530259366,12003,1.22015657220427e-06,0.7405672019389791,0.000831885945208414,-0.174565791116289,3.13875670569784,1,3,3.5148205786652897,0.617194392706597,Connector Hub,Elongation_Pericycle
AT1G17520,AT1G17520,102,0,102,0.0120364977674238,0.0102791862366719,0.0734870317002882,0.0,0.0734870317002882,0,1.22428959473308e-06,0.227679145236534,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,2.5126061475669803,0.555940023068051,Connector Hub,Elongation_Pericycle
AT1G80840,WRKY40,153,22,131,0.066047471620227,0.0805800963668478,0.11023054755043199,0.015850144092219,0.0943804034582133,6486,1.22016372208705e-06,0.36590978694393894,0.0008946924257208411,-0.174565791116289,3.13875670569784,1,3,2.4427665407806702,0.587185082324936,Peripheral,Elongation_Pericycle
AT1G51600,GATA28,81,6,75,0.0203703703703704,0.0189935204454052,0.05835734870317,0.004322766570605189,0.0540345821325648,668,5.5167892699879e-07,0.16426884888357302,0.0005373796690168889,-0.174565791116289,3.13875670569784,1,1,1.77962852426279,0.6590458771528729,Connector,Elongation_Pericycle
AT1G13960,WRKY4,35,0,35,0.0336134453781513,0.0329330875340878,0.0252161383285303,0.0,0.0252161383285303,0,1.22638111558694e-06,0.0709114024862371,0.00048874067479836,-0.174565791116289,3.13875670569784,1,1,0.51417410955497,0.64,Connector,Elongation_Pericycle
AT5G54680,ILR3,101,6,95,0.0302970297029703,0.0315620913846722,0.0727665706051873,0.004322766570605189,0.0684438040345821,705,1.2201384641362899e-06,0.261826799760203,0.0005141122903804309,-0.174565791116289,3.13875670569784,1,3,1.5940570941220302,0.538733860891295,Peripheral,Elongation_Pericycle
AT5G01380,GT-3A,60,10,50,0.0632768361581921,0.0779266226359402,0.0432276657060519,0.00720461095100865,0.0360230547550432,2841,1.22015737675883e-06,0.0961858266632613,0.000557573396564988,-0.174565791116289,3.13875670569784,1,3,0.16465171027588402,0.609586776859504,Peripheral,Elongation_Pericycle
AT2G37120,S1FA2,78,11,67,0.107226107226107,0.09706105302292099,0.0561959654178674,0.007925072046109509,0.0482708933717579,1521,1.22012949546623e-06,0.21705718648672498,0.000532551591862563,-0.174565791116289,3.13875670569784,1,3,1.4153814211412599,0.39217777777777796,Peripheral,Elongation_Pericycle
AT3G20310,ERF7,69,0,69,0.0144927536231884,0.011748597195975001,0.0497118155619597,0.0,0.0497118155619597,0,1.22221971954416e-06,0.184142186987781,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,1.4744751580439197,0.557445914723798,Peripheral,Elongation_Pericycle
AT5G08330,TCP21,121,15,106,0.0785123966942149,0.0699428455271661,0.0871757925072046,0.010806916426513,0.0763688760806916,6367,1.22014707239076e-06,0.308944249378771,0.0005256829009210821,-0.174565791116289,3.13875670569784,1,3,2.35342870429029,0.49558039301629103,Peripheral,Elongation_Pericycle
AT5G65310,ATHB-5,87,0,87,0.0128307939053729,0.0107808222795758,0.0626801152737752,0.0,0.0626801152737752,0,6.753588369165129e-07,0.19678056822967102,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,1.77980780202129,0.604042806183115,Peripheral,Elongation_Pericycle
AT3G55370,OBP3,163,9,154,0.0287813375747936,0.0270713809561128,0.117435158501441,0.006484149855907779,0.110951008645533,8029,1.22016539975564e-06,0.220186489398738,0.000539596508273502,-0.174565791116289,3.13875670569784,1,1,5.417809966547769,0.625133499466002,Connector Hub,Elongation_Pericycle
AT5G06100,MYB33,44,0,44,0.0,0.0,0.031700288184438,0.0,0.031700288184438,0,5.360698372646949e-07,0.0734260342101508,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,0.5584772261118051,0.550619834710744,Peripheral,Elongation_Pericycle
AT1G19000,AT1G19000,166,15,151,0.0471705001825484,0.0492711834098193,0.119596541786744,0.010806916426513,0.10878962536023101,10845,1.22015960025794e-06,0.342489837603639,0.0005743640581326481,-0.174565791116289,3.13875670569784,1,3,2.39809762253548,0.6264783829753571,Connector,Elongation_Pericycle
AT1G66230,MYB20,150,25,125,0.0530648769574944,0.0529151075118467,0.10806916426513001,0.0180115273775216,0.0900576368876081,10686,1.22015298402875e-06,0.26096730348149,0.0010499539013706,-0.174565791116289,3.13875670569784,1,3,2.21942194955471,0.6215303140978821,Connector,Elongation_Pericycle
AT3G49530,NAC062,62,2,60,0.0364886303543099,0.029095207679007997,0.0446685878962536,0.00144092219020173,0.0432276657060519,924,1.22015373278977e-06,0.122177890674221,0.000500906094904433,-0.174565791116289,3.13875670569784,1,2,0.497410697316331,0.649287825853265,Connector,Elongation_Pericycle
AT1G07640,OBP2,211,5,206,0.0309636650868878,0.0308293499648876,0.15201729106628198,0.0036023054755043205,0.148414985590778,5165,1.2201667316798599e-06,0.5986203253029829,0.000502424327211231,-0.174565791116289,3.13875670569784,1,3,2.8001178867422096,0.6521038997409511,Connector Hub,Elongation_Pericycle
AT2G24260,BHLH66,158,9,149,0.0368459243731355,0.0334536008014384,0.11383285302593699,0.006484149855907779,0.107348703170029,4852,1.22015060998002e-06,0.381527307537345,0.000564958226011054,-0.174565791116289,3.13875670569784,1,3,3.29147598743933,0.528846153846154,Connector Hub,Elongation_Pericycle
AT5G49620,AtMYB78,46,12,34,0.0975845410628019,0.0903585222856754,0.0331412103746398,0.008645533141210379,0.0244956772334294,3936,1.22014902442646e-06,0.100593408812804,0.000638023358146246,-0.174565791116289,3.13875670569784,1,1,0.355992307716492,0.673913043478261,Connector,Elongation_Pericycle
AT1G69780,ATHB-13,119,5,114,0.0367469021506908,0.0353387870802103,0.0857348703170029,0.0036023054755043205,0.0821325648414986,2473,1.22015481234907e-06,0.25676195412453195,0.000604709420191499,-0.174565791116289,3.13875670569784,1,1,1.93781032610127,0.663890715172766,Connector,Elongation_Pericycle
AT5G02320,MYB3R5,34,0,34,0.0,0.0,0.0244956772334294,0.0,0.0244956772334294,0,5.317147897022089e-07,0.101583312230406,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,0.192078053338959,0.525951557093426,Peripheral,Elongation_Pericycle
AT1G50640,ERF3,58,2,56,0.0453720508166969,0.0392727452646033,0.0417867435158501,0.00144092219020173,0.0403458213256484,582,1.22014787473655e-06,0.111994679194219,0.0004962408921381049,-0.174565791116289,3.13875670569784,1,1,0.7514468123126871,0.666468489892985,Connector,Elongation_Pericycle
AT5G46590,anac096,60,7,53,0.07231638418079099,0.0796316200558283,0.0432276657060519,0.00504322766570605,0.0381844380403458,2764,1.22015614796047e-06,0.132931834731915,0.0007521504356167191,-0.174565791116289,3.13875670569784,1,1,1.3841740196666001,0.6228095374892271,Connector,Elongation_Pericycle
AT1G71692,AGL12,25,13,12,0.16,0.22505487604586702,0.0180115273775216,0.00936599423631124,0.008645533141210379,2148,1.22014026917493e-06,0.0812464238986916,0.000550071012242604,-0.174565791116289,3.13875670569784,1,1,0.276901406797253,0.559027777777778,Peripheral,Elongation_Pericycle
AT5G11260,HY5,120,1,119,0.0222689075630252,0.0184514215832886,0.0864553314121038,0.000720461095100865,0.0857348703170029,1613,1.2201521883501301e-06,0.18993082725322197,0.000502841539291376,-0.174565791116289,3.13875670569784,1,1,3.7569010472437596,0.6325824447426031,Connector Hub,Elongation_Pericycle
AT5G67300,MYB44,109,10,99,0.0572545022086306,0.0626424888986766,0.0785302593659942,0.00720461095100865,0.0713256484149856,3912,1.22015900873329e-06,0.25334269538257603,0.000559931148121117,-0.174565791116289,3.13875670569784,1,1,1.8587194251820298,0.663399000848336,Connector,Elongation_Pericycle
AT4G31800,WRKY18,129,22,107,0.0764292635658915,0.0952791189478735,0.0929394812680115,0.015850144092219,0.0770893371757925,8998,1.22016267891853e-06,0.24774884679534398,0.00108611890536956,-0.174565791116289,3.13875670569784,1,3,1.8620706035931798,0.5708977407847801,Peripheral,Elongation_Pericycle
AT3G44750,HDT1,256,15,241,0.0134191176470588,0.0119062170781742,0.184438040345821,0.010806916426513,0.173631123919308,9288,6.27668854764047e-07,0.5889377728962261,0.0008570340175906469,-0.174565791116289,3.13875670569784,1,1,8.73962780515583,0.632293701171875,Connector Hub,Elongation_Pericycle
AT5G03740,HDT3,20,9,11,0.0736842105263158,0.0754748315199527,0.0144092219020173,0.006484149855907779,0.007925072046109509,530,5.22833788252118e-07,0.0483901083177073,0.0005695719760719389,-0.174565791116289,3.13875670569784,1,1,0.355992307716492,0.46,Peripheral,Elongation_Pericycle
AT1G53320,TULP7,22,7,15,0.10822510822510799,0.09384242090842301,0.015850144092219,0.00504322766570605,0.010806916426513,2467,1.22013721066189e-06,0.0478250485193938,0.0005221958050904941,-0.174565791116289,3.13875670569784,1,2,-0.23538764822936104,0.503401360544218,Peripheral,Elongation_Pericycle
AT1G19850,ARF5,99,0,99,0.0237064522778808,0.0194195137149848,0.0713256484149856,0.0,0.0713256484149856,0,1.22222253518395e-06,0.21970254201957698,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,1.96300738840771,0.614427099275584,Peripheral,Elongation_Pericycle
AT2G23340,ERF008,109,1,108,0.0193679918450561,0.0207032947186015,0.0785302593659942,0.000720461095100865,0.0778097982708934,562,1.22015504328158e-06,0.22326097703192602,0.000492802512451012,-0.174565791116289,3.13875670569784,1,3,1.4153814211412599,0.6095679012345679,Peripheral,Elongation_Pericycle
AT1G68840,RAV2,55,8,47,0.0713804713804714,0.0687590064054074,0.0396253602305476,0.00576368876080692,0.0338616714697406,2847,1.22014080504955e-06,0.10154461730288,0.0005372353114618951,-0.174565791116289,3.13875670569784,1,3,0.7900165657085719,0.323246707013172,Peripheral,Elongation_Pericycle
AT3G01470,HAT5,141,5,136,0.0276595744680851,0.024083056428117002,0.10158501440922199,0.0036023054755043205,0.0979827089337176,4387,1.2201504913187701e-06,0.33167019030330297,0.0005372218189289781,-0.174565791116289,3.13875670569784,1,3,2.7107800502518304,0.5380172232724221,Connector Hub,Elongation_Pericycle
AT1G23380,KNAT6,19,0,19,0.0,0.0,0.0136887608069164,0.0,0.0136887608069164,0,5.258890089424241e-07,0.0515429510039616,0.00048874067479836,-0.174565791116289,3.13875670569784,1,3,-0.7287266546279592,0.5872576177285319,Peripheral,Elongation_Pericycle
AT3G15500,NAC055,51,2,49,0.0415686274509804,0.0441132296155299,0.0367435158501441,0.00144092219020173,0.0353025936599424,1166,1.22015718139783e-06,0.0571695180707434,0.0005033896485155519,-0.174565791116289,3.13875670569784,1,1,1.14690131690888,0.628071636817992,Connector,Elongation_Pericycle
AT4G30980,LRL2,65,0,65,0.0,0.0,0.0468299711815562,0.0,0.0468299711815562,0,5.441735752552639e-07,0.0925901707345914,0.00048874067479836,-0.174565791116289,3.13875670569784,1,3,1.10269899342492,0.380591715976331,Peripheral,Elongation_Pericycle
AT1G22190,RAP2-13,83,5,78,0.0346752865119013,0.0337484875877342,0.0597982708933718,0.0036023054755043205,0.0561959654178674,942,1.22013894230505e-06,0.211992332983286,0.000512212850364443,-0.174565791116289,3.13875670569784,1,3,0.834685483953764,0.5584375,Peripheral,Elongation_Pericycle
AT2G28510,DOF2.1,141,1,140,0.0134751773049645,0.0114709019877523,0.10158501440922199,0.000720461095100865,0.10086455331412099,107,1.22638502817468e-06,0.25649979085102304,0.000490318546386204,-0.174565791116289,3.13875670569784,1,1,4.15235555183996,0.611438056435793,Connector Hub,Elongation_Pericycle
AT1G77450,NAC032,86,10,76,0.093844049247606,0.09268780110951699,0.0619596541786743,0.00720461095100865,0.0547550432276657,3222,1.22014106483083e-06,0.16634787456352898,0.000537529764347287,-0.174565791116289,3.13875670569784,1,3,1.7280638488576001,0.37857453912033706,Peripheral,Elongation_Pericycle
AT3G16940,AT3G16940,39,0,39,0.0,0.0,0.0280979827089337,0.0,0.0280979827089337,0,5.33685522975686e-07,0.10502616032848401,0.00048874067479836,-0.174565791116289,3.13875670569784,1,3,0.0753138737854994,0.468113083497699,Peripheral,Elongation_Pericycle
AT1G01720,NAC002,91,9,82,0.0590964590964591,0.0701707118807064,0.0655619596541787,0.006484149855907779,0.0590778097982709,2097,1.22014883567581e-06,0.20798282470697,0.000603409950174646,-0.174565791116289,3.13875670569784,1,3,0.74534764746338,0.586451247165533,Peripheral,Elongation_Pericycle
AT3G24120,AT3G24120,91,1,90,0.00659340659340659,0.00573032901530614,0.0655619596541787,0.000720461095100865,0.0648414985590778,124,1.2222163578818999e-06,0.17674736898854895,0.000496896951564052,-0.174565791116289,3.13875670569784,1,2,1.96300738840771,0.591715976331361,Peripheral,Elongation_Pericycle
AT1G09770,CDC5,51,9,42,0.0501960784313725,0.0539238731281509,0.0367435158501441,0.006484149855907779,0.0302593659942363,298,5.3487497895436e-07,0.12207191375584699,0.000621348377353702,-0.174565791116289,3.13875670569784,1,2,0.497410697316331,0.592079969242599,Peripheral,Elongation_Pericycle
AT2G20400,AT2G20400,28,0,28,0.0,0.0,0.0201729106628242,0.0,0.0201729106628242,0,5.29369105952221e-07,0.0608295574170819,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,0.131011524543485,0.48724489795918396,Peripheral,Elongation_Pericycle
AT5G61890,ERF114,132,17,115,0.0673143650242887,0.0693296496941254,0.0951008645533141,0.0122478386167147,0.0828530259365994,11426,1.22016245266324e-06,0.27368474826132,0.000739140295948543,-0.174565791116289,3.13875670569784,1,3,1.5493881758768302,0.6373612747225501,Connector,Elongation_Pericycle
AT4G18170,WRKY28,51,1,50,0.0282352941176471,0.0289293338092308,0.0367435158501441,0.000720461095100865,0.0360230547550432,47,1.24118888174228e-06,0.0850422393631435,0.000494637233375196,-0.174565791116289,3.13875670569784,1,1,0.8305377132319259,0.64,Connector,Elongation_Pericycle
AT5G63790,ANAC102,83,7,76,0.0866882162797531,0.12981939830354902,0.0597982708933718,0.00504322766570605,0.0547550432276657,556,1.2201437098355699e-06,0.152773345608486,0.000587274720042855,-0.174565791116289,3.13875670569784,1,3,1.8174016853479902,0.25501770956316394,Peripheral,Elongation_Pericycle
AT2G46590,DOF2.5,126,0,126,0.0147301587301587,0.0111122507830776,0.0907780979827089,0.0,0.0907780979827089,0,1.22638709625593e-06,0.419041402171752,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,2.4515396187715,0.634038800705468,Connector,Elongation_Pericycle
AT3G61850,DAG1,181,7,174,0.0368937998772253,0.037912850439739,0.130403458213256,0.00504322766570605,0.12536023054755,3980,1.22017298362641e-06,0.408662881459755,0.00052055344917887,-0.174565791116289,3.13875670569784,1,2,3.4286040794990895,0.655914657240247,Connector Hub,Elongation_Pericycle
AT4G34590,BZIP11,54,5,49,0.0468204053109713,0.0381592999788754,0.0389048991354467,0.0036023054755043205,0.0353025936599424,1952,1.2201396476734e-06,0.0755973305402519,0.000508120933338139,-0.174565791116289,3.13875670569784,1,1,0.7514468123126871,0.6577503429355279,Connector,Elongation_Pericycle
AT1G25580,SOG1,79,5,74,0.0298604349237261,0.0265498437180234,0.0569164265129683,0.0036023054755043205,0.053314121037464,131,5.479004596858561e-07,0.21110981859783198,0.000506673461282209,-0.174565791116289,3.13875670569784,1,3,0.387996301501844,0.6293863162954649,Connector,Elongation_Pericycle
AT1G69580,AT1G69580,67,1,66,0.0257801899592944,0.029547608013944,0.0482708933717579,0.000720461095100865,0.0475504322766571,553,1.22014621737646e-06,0.200892904036907,0.000489590328630125,-0.174565791116289,3.13875670569784,1,2,0.9248763988846509,0.624885215794307,Connector,Elongation_Pericycle
AT4G36900,RAP2-10,79,3,76,0.0425186627718273,0.0447185986315883,0.0569164265129683,0.00216138328530259,0.0547550432276657,8925,1.22015686555654e-06,0.171559702409079,0.000506363623591257,-0.174565791116289,3.13875670569784,1,3,0.47733413799222796,0.6284626038781159,Connector,Elongation_Pericycle
AT1G32870,ANAC13,31,4,27,0.0236559139784946,0.0182347955485303,0.0223342939481268,0.00288184438040346,0.0194524495677233,2064,1.22009425778449e-06,0.047929804746054995,0.000607583305842593,-0.174565791116289,3.13875670569784,1,2,0.0699449957480106,0.54942767950052,Peripheral,Elongation_Pericycle
AT4G01250,WRKY22,63,2,61,0.0496671786994368,0.04626941191604099,0.0453890489913545,0.00144092219020173,0.0439481268011527,932,1.22015519772334e-06,0.11754606781392998,0.000495665155855538,-0.174565791116289,3.13875670569784,1,1,0.8305377132319259,0.6706555671175861,Connector,Elongation_Pericycle
AT1G71520,ERF020,96,20,76,0.0973684210526316,0.11736450235369,0.069164265129683,0.0144092219020173,0.0547550432276657,3907,1.22015866994792e-06,0.210399830822036,0.000647731174461807,-0.174565791116289,3.13875670569784,1,3,1.50471925763164,0.502354788069074,Peripheral,Elongation_Pericycle
AT4G35550,WOX13,62,2,60,0.0237969328397673,0.016313612676859,0.0446685878962536,0.00144092219020173,0.0432276657060519,2024,1.22013798662334e-06,0.11759473450381,0.000493385414980888,-0.174565791116289,3.13875670569784,1,1,0.8305377132319259,0.658168574401665,Connector,Elongation_Pericycle
AT5G08790,NAC081,89,8,81,0.072267620020429,0.108609744030115,0.0641210374639769,0.00576368876080692,0.05835734870317,2320,1.22014457588511e-06,0.17980901164407398,0.00065265125943348,-0.174565791116289,3.13875670569784,1,3,1.8174016853479902,0.368719723183391,Peripheral,Elongation_Pericycle
AT2G17560,HMGB4,76,19,57,0.127368421052632,0.12821988573068302,0.0547550432276657,0.0136887608069164,0.0410662824207493,2508,1.2201409402910802e-06,0.16327738582104298,0.000584029061896056,-0.174565791116289,3.13875670569784,1,3,1.8620706035931798,0.175675675675676,Peripheral,Elongation_Pericycle
AT5G04410,NAC078,85,0,85,0.0,0.0,0.0612391930835735,0.0,0.0612391930835735,0,5.52525833924299e-07,0.189758441775981,0.00048874067479836,-0.174565791116289,3.13875670569784,1,3,0.700678729218188,0.6109342560553629,Peripheral,Elongation_Pericycle
AT3G09735,S1FA3,153,42,111,0.0617475060199518,0.066963349932611,0.11023054755043199,0.0302593659942363,0.079971181556196,13528,1.22013767797948e-06,0.328744021310168,0.00124937076267806,-0.174565791116289,3.13875670569784,1,3,2.35342870429029,0.6199325045922509,Peripheral,Elongation_Pericycle
AT3G15210,ERF4,106,10,96,0.0621743036837376,0.0814519535030979,0.0763688760806916,0.00720461095100865,0.069164265129683,6315,1.22015338627078e-06,0.24457545629997302,0.000534562031842616,-0.174565791116289,3.13875670569784,1,3,1.1920368299153,0.604952704857052,Peripheral,Elongation_Pericycle
AT3G51910,HSFA7A,118,5,113,0.0328842532232363,0.0374102010935353,0.08501440922190201,0.0036023054755043205,0.0814121037463977,3936,1.2201577363578998e-06,0.193164401976946,0.000552901146355951,-0.174565791116289,3.13875670569784,1,3,1.68339493061241,0.595236294896031,Peripheral,Elongation_Pericycle
AT5G52660,RVE6,86,0,86,0.0147742818057456,0.0128447353227528,0.0619596541786743,0.0,0.0619596541786743,0,1.22221397915871e-06,0.15385512410501,0.00048874067479836,-0.174565791116289,3.13875670569784,1,1,1.54235582150508,0.6611681990265009,Connector,Elongation_Pericycle
AT2G22430,ATHB-6,133,9,124,0.0546821599453178,0.0487501568505395,0.095821325648415,0.006484149855907779,0.0893371757925072,2091,1.22014992063449e-06,0.372863311311406,0.000518071333504167,-0.174565791116289,3.13875670569784,1,3,1.99607735832875,0.6005917159763321,Peripheral,Elongation_Pericycle
AT4G27410,RD26,86,13,73,0.0826265389876881,0.0964628647902479,0.0619596541786743,0.00936599423631124,0.0525936599423631,11474,1.2201562303232e-06,0.14721871391181698,0.0006377062161594901,-0.174565791116289,3.13875670569784,1,3,1.4600503393864501,0.41124260355029607,Peripheral,Elongation_Pericycle
AT3G28730,SSRP1,62,0,62,0.00211528291909043,0.00218828475091637,0.0446685878962536,0.0,0.0446685878962536,0,5.559386292782601e-07,0.152611107950615,0.00048874067479836,-0.174565791116289,3.13875670569784,1,3,0.20932062852107602,0.619667013527575,Peripheral,Elongation_Pericycle
AT2G30130,LBD12,88,23,65,0.09979101358411699,0.104613007588309,0.0634005763688761,0.0165706051873199,0.0468299711815562,5549,1.22015290314394e-06,0.16864620315393,0.0006612699578782991,-0.174565791116289,3.13875670569784,1,3,0.8793544021989559,0.611952406706328,Peripheral,Elongation_Pericycle
AT5G60850,DOF5.4,88,0,88,0.0,0.0,0.0634005763688761,0.0,0.0634005763688761,0,1.22218718129564e-06,0.265343036825325,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,2.6958057339534,0.472365702479339,Connector Hub,Elongation_Pericycle
AT1G51140,BHLH122,60,0,60,0.0124293785310734,0.00870673238456272,0.0432276657060519,0.0,0.0432276657060519,0,1.22221346154064e-06,0.15723822142094598,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,0.9248763988846509,0.604444444444444,Peripheral,Elongation_Pericycle
AT3G11440,ATMYB65,16,0,16,0.0416666666666667,0.0312294146484702,0.0115273775216138,0.0,0.0115273775216138,0,1.22221642980248e-06,0.0340508377357442,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,-0.418587234615784,0.5390625,Peripheral,Elongation_Pericycle
AT3G16770,RAP2-3,23,0,23,0.0,0.0,0.0165706051873199,0.0,0.0165706051873199,0,5.27430115675741e-07,0.04548457944037001,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,-0.23538764822936104,0.582230623818526,Peripheral,Elongation_Pericycle
AT2G23320,WRKY15,70,1,69,0.0149068322981366,0.016416601754563,0.0504322766570605,0.000720461095100865,0.0497118155619597,102,1.2411797379360901e-06,0.114233348448748,0.0005119285489813741,-0.174565791116289,3.13875670569784,1,1,1.54235582150508,0.6448225162780931,Connector,Elongation_Pericycle
AT1G71260,WHY2,42,7,35,0.0371660859465738,0.0450971134346234,0.0302593659942363,0.00504322766570605,0.0252161383285303,184,5.32107726307346e-07,0.0601041037306684,0.0005564958075722611,-0.174565791116289,3.13875670569784,1,1,1.3841740196666001,0.50907029478458,Peripheral,Elongation_Pericycle
AT1G77920,TGA7,53,0,53,0.0,0.0,0.0381844380403458,0.0,0.0381844380403458,0,5.39282179077217e-07,0.131256000486987,0.00048874067479836,-0.174565791116289,3.13875670569784,1,2,1.23020904286202,0.466358134567461,Peripheral,Elongation_Pericycle
AT5G62020,HSFB2A,65,0,65,0.0158653846153846,0.011170618422126001,0.0468299711815562,0.0,0.0468299711815562,0,1.22221546684097e-06,0.12051181226355,0.00048874067479836,-0.174565791116289,3.13875670569784,1,1,1.4632649205858401,0.651360946745562,Connector,Elongation_Pericycle
AT3G04670,WRKY39,57,4,53,0.043859649122807,0.0471263903140162,0.0410662824207493,0.00288184438040346,0.0381844380403458,2529,1.22015406370461e-06,0.0984123525056777,0.000577882978921917,-0.174565791116289,3.13875670569784,1,1,0.672355911393448,0.6658163265306121,Connector,Elongation_Pericycle
